-0.100000 , -0.973901 , 1 
-0.100000 , -0.969029 , 1 
0.100000 , 0.966755 , -1 
0.100000 , 0.956639 , -1 
0.100000 , -0.969038 , -1 
0.100000 , 0.972968 , -1 
0.100000 , 0.983856 , -1 
-0.100000 , 0.961159 , 1 
-0.100000 , 0.958352 , 1 
0.100000 , -0.992077 , -1 
-0.100000 , 0.975757 , 1 
-0.100000 , -0.956214 , 1 
0.100000 , -0.984554 , -1 
-0.100000 , -0.987299 , 1 
0.100000 , 0.947442 , -1 
0.100000 , 0.968562 , -1 
0.100000 , 0.982289 , -1 
-0.100000 , 0.965892 , 1 
-0.100000 , -0.972241 , 1 
0.100000 , -0.973546 , -1 
0.100000 , 0.971998 , -1 
0.100000 , -0.955220 , -1 
0.100000 , -0.968346 , -1 
-0.100000 , -0.974597 , 1 
0.100000 , 0.972784 , -1 
0.100000 , 0.973806 , -1 
0.100000 , -0.972270 , -1 
-0.100000 , -0.976151 , 1 
-0.100000 , 0.963144 , 1 
-0.100000 , 0.970096 , 1 
-0.100000 , 0.968061 , 1 
0.100000 , 0.961053 , -1 
-0.100000 , 0.953966 , 1 
-0.100000 , -0.942978 , 1 
-0.100000 , 0.976597 , 1 
0.100000 , 0.974120 , -1 
0.100000 , -0.968235 , -1 
-0.100000 , -0.980775 , 1 
-0.100000 , -0.985787 , 1 
0.100000 , -0.966383 , -1 
0.100000 , 0.984209 , -1 
0.100000 , -0.964153 , -1 
-0.100000 , 0.960601 , 1 
0.100000 , 0.953702 , -1 
-0.100000 , 0.971200 , 1 
-0.100000 , 0.959303 , 1 
-0.100000 , -0.962340 , 1 
0.100000 , -0.964782 , -1 
-0.100000 , 0.962706 , 1 
0.100000 , -0.971446 , -1 
-0.100000 , 0.973166 , 1 
-0.100000 , -0.972425 , 1 
-0.100000 , -0.972622 , 1 
0.100000 , 0.975164 , -1 
-0.100000 , 0.977613 , 1 
0.100000 , 0.971333 , -1 
-0.100000 , -0.953413 , 1 
-0.100000 , -0.964798 , 1 
-0.100000 , 0.955907 , 1 
0.100000 , 0.990135 , -1 
0.100000 , 0.966571 , -1 
-0.100000 , 0.969057 , 1 
-0.100000 , -0.968391 , 1 
-0.100000 , -0.979014 , 1 
0.100000 , -0.967444 , -1 
-0.100000 , 0.964457 , 1 
0.100000 , -0.965193 , -1 
0.100000 , 0.972483 , -1 
0.100000 , -0.957696 , -1 
-0.100000 , -0.978027 , 1 
-0.100000 , -0.972390 , 1 
0.100000 , -0.969672 , -1 
-0.100000 , 0.957440 , 1 
-0.100000 , -0.954165 , 1 
-0.100000 , 0.971547 , 1 
-0.100000 , 0.983736 , 1 
0.100000 , -0.980795 , -1 
0.100000 , -0.976458 , -1 
-0.100000 , 0.982628 , 1 
0.100000 , -0.975766 , -1 
-0.100000 , 0.972387 , 1 
0.100000 , -0.978814 , -1 
-0.100000 , -0.963850 , 1 
0.100000 , -0.981807 , -1 
-0.100000 , 0.962602 , 1 
0.100000 , -0.966330 , -1 
-0.100000 , -0.979167 , 1 
0.100000 , 0.966011 , -1 
0.100000 , 0.958672 , -1 
-0.100000 , -0.980357 , 1 
0.100000 , -0.975526 , -1 
0.100000 , -0.980437 , -1 
-0.100000 , 0.992478 , 1 
-0.100000 , -0.960520 , 1 
0.100000 , -0.970372 , -1 
-0.100000 , -0.966519 , 1 
0.100000 , 0.955640 , -1 
0.100000 , 0.980421 , -1 
0.100000 , 0.972445 , -1 
0.100000 , 0.982229 , -1 
