-0.976226 , 0.263580 , 1 
-1.102721 , 0.147982 , 1 
-0.755518 , -0.158389 , 1 
-1.253283 , 0.230438 , 1 
-0.964404 , -0.059302 , 1 
-1.316031 , -0.106941 , 1 
-0.992654 , -0.059423 , 1 
-1.184501 , -0.064993 , 1 
-0.835524 , -0.390495 , 1 
-1.071756 , 0.289618 , 1 
-0.988997 , 0.012561 , 1 
-0.690792 , -0.366562 , 1 
-1.141781 , 0.038306 , 1 
-1.068005 , 0.045808 , 1 
-0.649595 , -0.206228 , 1 
-1.119177 , -0.038883 , 1 
-1.041472 , -0.079345 , 1 
-1.451281 , 0.394638 , 1 
-0.666770 , -0.040148 , 1 
-0.936469 , -0.005587 , 1 
-0.844566 , 0.128639 , 1 
-0.642457 , 0.227914 , 1 
-0.781203 , -0.277453 , 1 
-1.218874 , 0.055238 , 1 
-1.216199 , -0.060333 , 1 
-0.665453 , 0.062224 , 1 
-1.006844 , 0.039487 , 1 
-1.211484 , 0.282391 , 1 
-0.804278 , 0.156353 , 1 
-0.874977 , 0.016250 , 1 
-0.954159 , -0.327884 , 1 
-0.970659 , -0.438553 , 1 
-1.108883 , -0.044361 , 1 
-1.020763 , 0.160194 , 1 
-0.875789 , -0.173444 , 1 
-1.143433 , -0.089121 , 1 
-0.528967 , 0.053196 , 1 
-1.136667 , -0.289559 , 1 
-0.950084 , -0.064695 , 1 
-1.325792 , 0.037746 , 1 
-0.961286 , -0.033625 , 1 
-0.606868 , 0.096453 , 1 
-0.862376 , 0.150745 , 1 
-1.151607 , 0.258087 , 1 
-0.936969 , 0.091814 , 1 
0.815903 , 1.231168 , 1 
0.901505 , 1.334496 , 1 
1.242351 , 1.608735 , 1 
1.021625 , 1.573137 , 1 
1.010809 , 1.236295 , 1 
0.892565 , 0.157407 , -1 
0.793470 , -0.378546 , -1 
0.952131 , -0.283800 , -1 
1.145651 , 0.324583 , -1 
1.256038 , -0.081336 , -1 
0.779249 , 0.185531 , -1 
0.828464 , -0.276456 , -1 
1.362063 , -0.381408 , -1 
1.018446 , -0.073946 , -1 
0.882270 , 0.149198 , -1 
1.009183 , -0.167642 , -1 
0.982852 , -0.083553 , -1 
1.150533 , -0.092577 , -1 
1.169362 , -0.122736 , -1 
1.141493 , -0.013353 , -1 
1.118581 , 0.337329 , -1 
1.087598 , 0.088639 , -1 
0.855708 , -0.002829 , -1 
1.018188 , -0.046037 , -1 
0.823428 , 0.226611 , -1 
0.940279 , 0.298935 , -1 
1.004799 , -0.257891 , -1 
0.761722 , 0.021187 , -1 
1.221258 , 0.246297 , -1 
0.907889 , -0.034236 , -1 
0.744838 , 0.066036 , -1 
0.904553 , -0.242970 , -1 
0.493402 , -0.036836 , -1 
0.672758 , 0.074605 , -1 
1.024699 , -0.069642 , -1 
1.204845 , 0.007451 , -1 
1.167534 , -0.302924 , -1 
1.039980 , -0.159581 , -1 
1.064982 , -0.168041 , -1 
1.165216 , 0.193845 , -1 
0.785619 , -0.324071 , -1 
0.914114 , -0.167796 , -1 
0.953709 , 0.182050 , -1 
1.165053 , -0.296700 , -1 
1.152336 , 0.260949 , -1 
0.935826 , -0.194601 , -1 
0.932051 , 0.154788 , -1 
0.595369 , -0.030348 , -1 
1.010700 , 0.315872 , -1 
1.097829 , -0.269526 , -1 
1.228221 , 0.296388 , -1 
1.026537 , -0.030691 , -1 
0.887579 , 0.203140 , -1 
0.891016 , -0.156786 , -1 
0.797344 , 0.287683 , -1 
